id,No., POKÉMON,FORM, Type 1,Type 2,BST,HP,ATK,DEF,SPATK,SPDEF,SPD,BASE EXP,EXP TYPE,EGG GROUP 1,EGG GROUP 2,PHASE,EVO LVL,EVO 1,EVO 2,EVO 3,EVO 4,EVO 5,EVO 6,EVO 7,EVO 8,Merged Doc ID - scr_dex_2,Merged Doc URL - scr_dex_2,Link to merged Doc - scr_dex_2,Document Merge Status - scr_dex_2,Merged Doc ID - Job (_1559084822295_UPGRADE),Merged Doc URL - Job (_1559084822295_UPGRADE),Link to merged Doc - Job (_1559084822295_UPGRADE),Document Merge Status - Job (_1559084822295_UPGRADE),Merged Doc ID - scr_dex (Run),Merged Doc URL - scr_dex (Run),Link to merged Doc - scr_dex (Run),Document Merge Status - scr_dex (Run)
561,399,BIDOOF,FEMALE,Normal,,250,59,45,40,35,40,31,50,,Field,Water 1,1,15,BIBAREL,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),1e87Mw6aEwYYHZg3UVNNpiYsJscqMgdlwEu2NgeCi_nU,https://docs.google.com/document/d/1e87Mw6aEwYYHZg3UVNNpiYsJscqMgdlwEu2NgeCi_nU/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:52 PM,11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k,https://docs.google.com/document/d/11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:41 PM
562,399,BIDOOF,MALE,Normal,,250,59,45,40,35,40,31,50,,Field,Water 1,1,15,BIBAREL,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),1k_E8tOeohLnaFnt8onN-dzTzcDWeSBIxXO6515hj5bI,https://docs.google.com/document/d/1k_E8tOeohLnaFnt8onN-dzTzcDWeSBIxXO6515hj5bI/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:52 PM,11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k,https://docs.google.com/document/d/11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:41 PM
563,400,BIBAREL,FEMALE,Normal,Water,410,79,85,60,55,60,71,144,,Field,Water 1,2,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),139HnqQ3IB1bFgb6zPMZiEwiUGlhSc5wyj2gAy58IGk8,https://docs.google.com/document/d/139HnqQ3IB1bFgb6zPMZiEwiUGlhSc5wyj2gAy58IGk8/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:52 PM,11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k,https://docs.google.com/document/d/11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:41 PM
564,400,BIBAREL,MALE,Normal,Water,410,79,85,60,55,60,71,144,,Field,Water 1,2,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),1f4O5JM0MdcVfhMiKwF6gcDspIz4ypNgWM1uEwQdSUEY,https://docs.google.com/document/d/1f4O5JM0MdcVfhMiKwF6gcDspIz4ypNgWM1uEwQdSUEY/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:52 PM,11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k,https://docs.google.com/document/d/11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:41 PM
565,401,KRICKETOT,FEMALE,Bug,,194,37,25,41,25,41,25,39,,Bug,,1,10,KRICKETUNE,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),1koMOgm2j1RzSj95dmg4Evw54QuJSguVsoQrOk0CT_wA,https://docs.google.com/document/d/1koMOgm2j1RzSj95dmg4Evw54QuJSguVsoQrOk0CT_wA/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:52 PM,11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k,https://docs.google.com/document/d/11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:41 PM
566,401,KRICKETOT,MALE,Bug,,194,37,25,41,25,41,25,39,,Bug,,1,10,KRICKETUNE,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),1npoj_i24aVSgF0g_SCRJ36H15pAfyc-lE0PDA2gsTVY,https://docs.google.com/document/d/1npoj_i24aVSgF0g_SCRJ36H15pAfyc-lE0PDA2gsTVY/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:52 PM,11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k,https://docs.google.com/document/d/11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:41 PM
567,402,KRICKETUNE,FEMALE,Bug,,384,77,85,51,55,51,65,134,,Bug,,2,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),1cjhfvuIINK0rpwK7rB2Okf_ibbFaxz3jGPHh8dbTMto,https://docs.google.com/document/d/1cjhfvuIINK0rpwK7rB2Okf_ibbFaxz3jGPHh8dbTMto/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:53 PM,11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k,https://docs.google.com/document/d/11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:41 PM
568,402,KRICKETUNE,MALE,Bug,,384,77,85,51,55,51,65,134,,Bug,,2,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),1PpADj6aOQTTIGJvVOlw9ey0hWjWekHnJbFJG5Fo2KSg,https://docs.google.com/document/d/1PpADj6aOQTTIGJvVOlw9ey0hWjWekHnJbFJG5Fo2KSg/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:53 PM,11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k,https://docs.google.com/document/d/11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:41 PM
569,403,SHINX,FEMALE,Electric,,263,45,65,34,40,34,45,53,,Field,,1,15,LUXIO,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),1EL4Npd2oyZMalo6YrzKbWkPpMLg_9xGkvQO5inEpLHQ,https://docs.google.com/document/d/1EL4Npd2oyZMalo6YrzKbWkPpMLg_9xGkvQO5inEpLHQ/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:53 PM,11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k,https://docs.google.com/document/d/11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:41 PM
570,403,SHINX,MALE,Electric,,263,45,65,34,40,34,45,53,,Field,,1,15,LUXIO,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),1vSHAH1TzpBOQ6jhtTA2SECcOvCdcp8BkS105pbKjTp8,https://docs.google.com/document/d/1vSHAH1TzpBOQ6jhtTA2SECcOvCdcp8BkS105pbKjTp8/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:53 PM,11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k,https://docs.google.com/document/d/11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:41 PM
571,404,LUXIO,FEMALE,Electric,,363,60,85,49,60,49,60,127,,Field,,2,30,LUXRAY,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),18hZgH2k12XSQnAeTudrXDZXTUgSwm7LmMPZmh1taXDE,https://docs.google.com/document/d/18hZgH2k12XSQnAeTudrXDZXTUgSwm7LmMPZmh1taXDE/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:53 PM,11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k,https://docs.google.com/document/d/11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:41 PM
572,404,LUXIO,MALE,Electric,,363,60,85,49,60,49,60,127,,Field,,2,30,LUXRAY,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),1rjbGpASk02u_B-6Swfb43L4L8mPaIT_enGa8zEQdRcs,https://docs.google.com/document/d/1rjbGpASk02u_B-6Swfb43L4L8mPaIT_enGa8zEQdRcs/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:53 PM,11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k,https://docs.google.com/document/d/11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:41 PM
573,405,LUXRAY,FEMALE,Electric,,523,80,120,79,95,79,70,235,,Field,,3,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),1gJeETWA1yvvFnlariDZPyG5_MHIj0KZ8mE-CCHZnZiQ,https://docs.google.com/document/d/1gJeETWA1yvvFnlariDZPyG5_MHIj0KZ8mE-CCHZnZiQ/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:53 PM,11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k,https://docs.google.com/document/d/11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:41 PM
574,405,LUXRAY,MALE,Electric,,523,80,120,79,95,79,70,235,,Field,,3,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),1wFHgMTvyLuk6nRCt6HjVwe8MiB4jFKxf_AzTCx2-F3Q,https://docs.google.com/document/d/1wFHgMTvyLuk6nRCt6HjVwe8MiB4jFKxf_AzTCx2-F3Q/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:53 PM,11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k,https://docs.google.com/document/d/11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:41 PM
575,406,BUDEW,,Grass,Poison,280,40,30,35,50,70,55,56,,Undiscovered,,1,High Friendship,ROSELIA,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),1y9eXykgnKpanB6meBj9zcHsOB-MWI2TdkdgxcacW9SE,https://docs.google.com/document/d/1y9eXykgnKpanB6meBj9zcHsOB-MWI2TdkdgxcacW9SE/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:53 PM,11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k,https://docs.google.com/document/d/11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:41 PM
576,407,ROSERADE,FEMALE,Grass,Poison,515,60,70,65,125,105,90,232,,Grass,Fairy,3,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),1_rkKNAAo0RagGUSkNPDxEJ1G6Rl6ZGdy0wSWOlLQ69o,https://docs.google.com/document/d/1_rkKNAAo0RagGUSkNPDxEJ1G6Rl6ZGdy0wSWOlLQ69o/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:53 PM,11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k,https://docs.google.com/document/d/11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:41 PM
577,407,ROSERADE,MALE,Grass,Poison,515,60,70,65,125,105,90,232,,Grass,Fairy,3,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),1qBoQMb_pHaM45xpaeWRJtt1phl1RmGibiY8jdY-5YMw,https://docs.google.com/document/d/1qBoQMb_pHaM45xpaeWRJtt1phl1RmGibiY8jdY-5YMw/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:53 PM,11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k,https://docs.google.com/document/d/11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:41 PM
578,408,CRANIDOS,,Rock,,350,67,125,40,30,30,58,70,,Monster,,1,30,RAMPARDOS,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),19eh7Vwu_xGfvWGhm6f1FJ5s_zaYwQFCyP_y_4j7aGic,https://docs.google.com/document/d/19eh7Vwu_xGfvWGhm6f1FJ5s_zaYwQFCyP_y_4j7aGic/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:53 PM,11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k,https://docs.google.com/document/d/11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:41 PM
579,409,RAMPARDOS,,Rock,,495,97,165,60,65,50,58,173,,Monster,,2,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),1mc8xJfAjS5sHeoqxULAT8J_sa06hbayzPG1oolGs_kw,https://docs.google.com/document/d/1mc8xJfAjS5sHeoqxULAT8J_sa06hbayzPG1oolGs_kw/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:53 PM,11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k,https://docs.google.com/document/d/11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:41 PM
580,410,SHIELDON,,Rock,Steel,350,30,42,118,42,88,30,70,,Monster,,1,30,BASTIODON,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),1antF0G3LgcEkR9ihSpOqNhMz4Vdj2BuaV-lKWDNMnw8,https://docs.google.com/document/d/1antF0G3LgcEkR9ihSpOqNhMz4Vdj2BuaV-lKWDNMnw8/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:54 PM,11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k,https://docs.google.com/document/d/11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:41 PM
581,411,BASTIODON,,Rock,Steel,495,60,52,168,47,138,30,173,,Monster,,2,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),13Q7wzIGUPYib0SkVHe0EB9yU3BbaflzF2LUHpS0tobg,https://docs.google.com/document/d/13Q7wzIGUPYib0SkVHe0EB9yU3BbaflzF2LUHpS0tobg/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:54 PM,11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k,https://docs.google.com/document/d/11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:41 PM
582,412,BURMY,PLANT CLOAK,Bug,,224,40,29,45,29,45,36,45,,Bug,,1,"20 and Female
20 and Male",WORMADAM,MOTHIM,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),1RCc1O6IgNZS9o80_f9cKCuNdJLf6jjvd40t99ZBAGzI,https://docs.google.com/document/d/1RCc1O6IgNZS9o80_f9cKCuNdJLf6jjvd40t99ZBAGzI/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:54 PM,11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k,https://docs.google.com/document/d/11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:41 PM
583,412,BURMY,SANDY CLOAK,Bug,,224,40,29,45,29,45,36,45,,Bug,,1,"20 and Female
20 and Male",WORMADAM,MOTHIM,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),1Vsx9IUjgA1GRjMpRFevxfOBa7_jwoCA0mm1CHN0Eqwk,https://docs.google.com/document/d/1Vsx9IUjgA1GRjMpRFevxfOBa7_jwoCA0mm1CHN0Eqwk/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:54 PM,11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k,https://docs.google.com/document/d/11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:41 PM
584,412,BURMY,TRASH CLOAK,Bug,,224,40,29,45,29,45,36,45,,Bug,,1,"20 and Female
20 and Male",WORMADAM,MOTHIM,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),1QaH56gVy6SEWAL9ChS6vkFNhLsUGAtzvbYlIHE_PddI,https://docs.google.com/document/d/1QaH56gVy6SEWAL9ChS6vkFNhLsUGAtzvbYlIHE_PddI/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:54 PM,11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k,https://docs.google.com/document/d/11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:41 PM
585,413,WORMADAM,PLANT CLOAK,Bug,Grass,424,60,59,85,79,105,36,148,,Bug,,2,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),11ahjVcNDZsVvm7IgaJeL7c-lAzICYCAzzCIfFfFj7z8,https://docs.google.com/document/d/11ahjVcNDZsVvm7IgaJeL7c-lAzICYCAzzCIfFfFj7z8/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:54 PM,11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k,https://docs.google.com/document/d/11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:41 PM
586,413,WORMADAM,SANDY CLOAK,Bug,Ground,424,60,79,105,59,85,36,148,,Bug,,2,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),1IiY6abAeeXfr0xnD5evUoY2a_-6dl4Hq9cB9BxprwwY,https://docs.google.com/document/d/1IiY6abAeeXfr0xnD5evUoY2a_-6dl4Hq9cB9BxprwwY/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:54 PM,11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k,https://docs.google.com/document/d/11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:41 PM
587,413,WORMADAM,TRASH CLOAK,Bug,Steel,424,60,69,95,69,95,36,148,,Bug,,2,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),1qa1h1d-NoF4GWpgI0UkUGPscT7_jdtme9b7cmTu5n6o,https://docs.google.com/document/d/1qa1h1d-NoF4GWpgI0UkUGPscT7_jdtme9b7cmTu5n6o/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:54 PM,11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k,https://docs.google.com/document/d/11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:41 PM
588,414,MOTHIM,,Bug,Flying,424,70,94,50,94,50,66,148,,Bug,,2,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),1YmoiJmpIFTftWXRZm948_Xa5pZLJsKtCgI9YsnfwcbI,https://docs.google.com/document/d/1YmoiJmpIFTftWXRZm948_Xa5pZLJsKtCgI9YsnfwcbI/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:54 PM,11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k,https://docs.google.com/document/d/11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:41 PM
589,415,COMBEE,FEMALE,Bug,Flying,244,30,30,42,30,42,70,49,,Bug,,1,21 and Female,VESPIQUEN,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),1HcFec32JfH2PW1pq8HswzM60ZdnBCUvSf0_ZNj4TRb8,https://docs.google.com/document/d/1HcFec32JfH2PW1pq8HswzM60ZdnBCUvSf0_ZNj4TRb8/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:54 PM,11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k,https://docs.google.com/document/d/11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:41 PM
590,415,COMBEE,MALE,Bug,Flying,244,30,30,42,30,42,70,49,,Bug,,1,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),1NkbY64O3EoegF-ePikOjUgg7cl6E28XLIqdbA6S_Gj4,https://docs.google.com/document/d/1NkbY64O3EoegF-ePikOjUgg7cl6E28XLIqdbA6S_Gj4/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:54 PM,11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k,https://docs.google.com/document/d/11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:41 PM
591,416,VESPIQUEN,,Bug,Flying,474,70,80,102,80,102,40,166,,Bug,,2,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),1A4BQbBsxHtX3qUDA4pj8W1j8IlxClt7FpwwwtwbJuNc,https://docs.google.com/document/d/1A4BQbBsxHtX3qUDA4pj8W1j8IlxClt7FpwwwtwbJuNc/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 7:54 PM,11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k,https://docs.google.com/document/d/11h-0Nzh9voEl2XpoRDyJyf8qsySEzfnq1ezaVYhij6k/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:41 PM
